view,part,date,old_name,new_name,class_id,new_id,train,train_idx_aligned
left,,20Aug2015,4088_Thelma II left side_20Aug2015.jpg,374.jpg,21,111,True,86
right,,Sep2004,565_Beta I right_Sep2004.jpg,376.jpg,485,326,True,267
right,,Jan2011,3045_Morgana I rightside_Jan2011.jpg,377.jpg,337,202,False,-1
right,,9Feb2016,923_Conrad right_9Feb2016.jpg,378.jpg,415,266,True,215
left,,Jan2009,4030_Taylor left side_Jan2009.jpg,379.jpg,207,108,True,83
left,,Aug2003,3766_Sasha IV 2 left_Aug2003.jpg,381.jpg,120,23,False,-1
right,,15June2016,3746_Sappho II right side_15June2016.jpg,382.jpg,383,235,True,185
left,,28Jan2013,4155_Tudor left side_28Jan2013.jpg,383.jpg,163,66,True,48
left,,Oct2002,1436_Franco left_Oct2002.jpg,384.jpg,90,412,True,330
left,,Oct2011,1370_Fang leftside_Oct2011.jpg,385.jpg,104,6,True,5
left,,Sep2004,3756_Sasha I left_Sep2004.jpg,386.jpg,51,347,True,280
right,,11Aug2015,3346_Pansey I right side_11Aug2015.jpg,387.jpg,494,334,True,273
left,,May2010,3747_Sappho III left_May2010.jpg,389.jpg,11,12,True,10
right,,Mar2003,1465_Gabbie I right 2_Mar2003.jpg,390.jpg,289,168,True,132
right,,6Mar2016,2681_Maren right side_6Mar2016.jpg,391.jpg,434,279,False,-1
left,,Jan2010,3552_Raisa II left side_Jan2010.jpg,392.jpg,191,92,True,69
right,,May2010,145_Alika I right side_May2010.jpg,393.jpg,497,337,False,-1
right,,Jan2003,3480_Pothole right_Jan2003.jpg,394.jpg,394,246,False,-1
right,,19Jan2016,1994_Jocelyn IV right side_19Jan2016.jpg,395.jpg,508,346,True,279
left,,16Mar2015,1146_Dourou left_16Mar2015.jpg,397.jpg,129,32,True,23
right,,22Mar2015,284_Anemone V right side_22Mar2015.jpg,398.jpg,526,360,True,290
right,,Oct2003,429_Augustine I right 2_Oct2003.jpg,399.jpg,528,362,False,-1
right,,Oct2004,276_Basil right side_Oct2004.jpg,400.jpg,371,225,True,177
left,,6July2016,1123_Dorcas I left side_6July2016.jpg,402.jpg,172,73,True,54
right,,Feb2008,3897_Stasny right_Feb2008.jpg,403.jpg,370,224,True,176
left,,17Jan2016,4155_Tudor left head_17Jan2016.jpg,404.jpg,163,66,True,48
right,,Mar2003,311_Anise I right side_Mar2003.jpg,405.jpg,475,317,True,259
right,,14Nov2014,145_Alika I right side_14Nov2014.jpg,406.jpg,497,337,False,-1
left,,2Feb2016,2122_Kairos I left side_2Feb2016.jpg,407.jpg,19,90,False,-1
left,,7Sep2015,1365_Fadoul left side_7Sep2015.jpg,408.jpg,165,68,True,50
right,,29Jan2015,3012_Mokoko right side_29Jan2015.jpg,409.jpg,365,218,True,171
right,,Jan2010,2241_Khysie right side_Jan2010.jpg,410.jpg,300,179,True,139
right,,Nov2010,2281_Koffi rightside_Nov2010.jpg,411.jpg,367,220,True,173
right,,Nov2010,1214_Eldridge right_Nov2010.jpg,412.jpg,369,222,False,-1
left,,Feb2011,1211_Corrado leftside_Feb2011.jpg,413.jpg,126,29,True,20
right,,Oct2004,4030_Taylor right side_Oct2004.jpg,414.jpg,483,324,True,266
left,,Feb2011,3134_Nath leftside_Feb2011.jpg,415.jpg,105,7,True,6
right,,Jan2010,2670_Manu right side_Jan2010.jpg,416.jpg,410,262,True,211
right,,Jan2010,4169_Twyla I right side_Jan2010.jpg,417.jpg,447,290,True,235
left,,May2006,1772_Hortense I left side 2_May2006.jpg,418.jpg,178,79,False,-1
left,,17Mar2015,3055_Morna III left side_17Mar2015.jpg,419.jpg,68,394,True,316
left,,Jan2011,629_Bono leftside_Jan2011.jpg,421.jpg,110,13,False,-1
left,,Apr2009,654_Brice left head_Apr2009.jpg,422.jpg,112,15,False,-1
right,,10Sep2015,3012_Mokoko right side_10Sep2015.jpg,423.jpg,365,218,True,171
right,,22 Feb2016,3134_Nath right side_22 Feb2016.jpg,424.jpg,381,233,True,183
right,,19Jun2016,3346_Pansey I right head_19Jun2016.jpg,425.jpg,494,334,True,273
right,,Mar2003,1123_Dorcas I right_Mar2003.jpg,426.jpg,448,291,True,236
left,,29Feb2016,1566_Gomorrah II left side_29Feb2016.jpg,427.jpg,36,214,True,167
right,,Apr2009,842_Chloe I right side_Apr2009.jpg,428.jpg,519,354,True,284
right,,Feb2004,251_Anatole right_Feb2004.jpg,429.jpg,413,264,True,213
right,,29Jan2015,276_Basil right_29Jan2015.jpg,430.jpg,371,225,True,177
right,,Jan2010,2670_Manu right_Jan2010.jpg,431.jpg,410,262,True,211
left,,24Jan2015,1673_Halo I left side_24Jan2015.jpg,432.jpg,167,69,False,-1
right,,Sep2010,1888_Jackie II rightside_Sep2010.jpg,433.jpg,385,237,True,187
left,,Nov2010,3114_Naila I leftside_Nov2010.jpg,435.jpg,264,153,True,122
left,,17Mar2015,3055_Morna III 2 left side_17Mar2015.jpg,436.jpg,68,394,True,316
right,,22Aug2016,736_Carissa I right head_22Aug2016.jpg,437.jpg,453,297,True,241
right,,2Feb2015,3012_Mokoko right head_2Feb2015.jpg,438.jpg,365,218,True,171
right,,5Aug2015,4109_Tibbie I right side_5Aug2015.jpg,439.jpg,308,185,False,-1
left,,Apr2009,1578_Gonya VI left_Apr2009.jpg,440.jpg,80,405,True,326
right,,22Dec2014,843_Chloe II right side_22Dec2014.jpg,441.jpg,466,309,True,252
right,,Jan2008,3387_Pepa I right head_Jan2008.jpg,442.jpg,501,342,False,-1
right,,25Jan2015,1084_Diana V right head_25Jan2015.jpg,443.jpg,468,310,True,253
right,,3Feb2015,4339_Ysole I right head_3Feb2015.jpg,444.jpg,296,174,True,135
left,,20Aug2015,2651_Malachy left head_20Aug2015.jpg,445.jpg,121,24,True,18
right,,Jan2010,619_Bona right head_Jan2010.jpg,446.jpg,531,366,False,-1
right,,Jan2009,2353_Latona I right side_Jan2009.jpg,447.jpg,470,313,False,-1
left,,7Sep2016,1211_Corrado left head_7Sep2016.jpg,448.jpg,126,29,True,20
right,,Oct2003,429_Augustine I right_Oct2003.jpg,449.jpg,528,362,False,-1
right,,Apr2009,2844_Medina IIb right_Apr2009.jpg,450.jpg,456,299,True,242
right,,4Aug2016,1019_Dana III right side_4Aug2016.jpg,452.jpg,499,338,True,276
right,,Apr2011,3062_Moses right_Apr2011.jpg,453.jpg,384,236,True,186
right,,Dec2004,5061_Ibrahim right head 4_Dec2004.jpg,455.jpg,395,247,True,196
right,,Nov2010,1211_Corrado rightside_Nov2010.jpg,456.jpg,402,254,True,203
left,,22Dec2014,5061_Ibrahim left side_22Dec2014.jpg,457.jpg,119,21,True,16
left,,25Jan2015,3436_Phyllis IV left side_25Jan2015.jpg,458.jpg,208,109,True,84
right,,12Jan2015,264_Anemone I right head_12Jan2015.jpg,459.jpg,480,322,True,264
left,,4Nov2015,348_April II left side_4Nov2015.jpg,461.jpg,31,187,True,143
left,,Apr2003,4031_Teardrop I left_Apr2003.jpg,463.jpg,16,62,False,-1
left,,4Jan2015,1945_Jayme I left head_4Jan2015.jpg,464.jpg,253,144,True,114
left,,Jul2008,1876_Ita I left head_Jul2008.jpg,466.jpg,188,89,True,67
right,,Mar2003,311_Anise I right_Mar2003.jpg,467.jpg,475,317,True,259
left,,Dec2004,2671_Mar I left_Dec2004.jpg,468.jpg,12,22,True,17
right,,5Aug2015,435_Aurora II right head_5Aug2015.jpg,469.jpg,486,327,False,-1
left,,Nov2010,2297_Kuma I leftside_Nov2010.jpg,470.jpg,256,146,True,116
right,,Dec2004,2671_Mar I right 2_Dec2004.jpg,471.jpg,288,167,False,-1
left,,May2011,992_Cybele I left side_May2011.jpg,472.jpg,185,86,True,64
right,,17Sep2015,1772_Hortense I right_17Sep2015.jpg,473.jpg,454,298,False,-1
left,,14Aug2015,1396_Fern I left side_14Aug2015.jpg,474.jpg,241,137,True,108
left,,Feb2008,2944_Miles left head_Feb2008.jpg,475.jpg,132,35,False,-1
right,,,2602_Maddy I right side.jpg,476.jpg,444,287,False,-1
right,,24Oct2016,2350_Larina I right side_24Oct2016.jpg,477.jpg,302,180,False,-1
left,,Apr2004,2125_Kamra I left_Apr2004.jpg,479.jpg,29,169,False,-1
right,,13Jul2016,3134_Nath right side_13Jul2016.jpg,481.jpg,381,233,True,183
right,,18Oct2016,2602_Maddy I right side_18Oct2016.jpg,482.jpg,444,287,False,-1
left,,11Aug2015,3346_Pansey I left side_11Aug2015.jpg,483.jpg,218,119,True,93
left,,May2009,4030_Taylor I left_May2009.jpg,484.jpg,207,108,True,83
left,,Dec2009,2022_Joya I left side_Dec2009.jpg,485.jpg,54,373,True,299
right,,Jan2008,1867_Ishmael right side_Jan2008.jpg,486.jpg,374,228,True,180
right,,Apr2008,15_4th Tuskless VI right side_Apr2008.jpg,487.jpg,478,320,True,262
right,,9Mar2015,569_Bette II right head_9Mar2015.jpg,489.jpg,324,193,True,149
right,,30Jan2015,619_Bona I right side_30Jan2015.jpg,490.jpg,531,366,False,-1
left,,Sep2004,619_Bona I left_Sep2004.jpg,492.jpg,255,145,True,115
left,,22Mar2015,2681_Maren left side_22Mar2015.jpg,493.jpg,158,61,True,44
left,,9Mar2015,2477_Lima I left side_9Mar2015.jpg,494.jpg,59,385,True,309
left,,Jan2011,1613_Grover leftside_Jan2011.jpg,495.jpg,92,414,False,-1
right,,Jan 2010,1945_Jayme I right head_Jan 2010.jpg,496.jpg,529,363,True,292
left,,Oct2010,1051_Delta I leftside_Oct2010.jpg,498.jpg,197,97,False,-1
right,,Jan2011,1411_Finean rightside_Jan2011.jpg,499.jpg,391,243,True,193
left,,Apr2009,2091_Juno II left_Apr2009.jpg,500.jpg,244,139,True,110
left,,Apr2011,1319_Etta III left side 2_Apr2011.jpg,501.jpg,0,0,True,0
right,,Jan2008,1613_Grover right side_Jan2008.jpg,502.jpg,368,221,True,174
right,,11Jan2016,629_Bono right side_11Jan2016.jpg,503.jpg,386,238,True,188
right,,Jan2006,1214_Eldridge right 2_Jan2006.jpg,504.jpg,369,222,False,-1
right,,20Feb2015,4084_Thekla II right side_20Feb2015.jpg,505.jpg,299,176,True,136
left,,Sep2009,2764_Masha I left_Sep2009.jpg,506.jpg,234,130,True,102
right,,Sep2004,2602_Maddy I right 2_Sep2004.jpg,507.jpg,444,287,False,-1
right,,Dec2004,4030_Taylor I right side_Dec2004.jpg,508.jpg,483,324,True,266
left,,Jan2008,386_Armstrong left side_Jan2008.jpg,509.jpg,103,5,True,4
left,,Apr2003,1009_Cyrille I left_Apr2003.jpg,510.jpg,182,84,False,-1
left,,Mar2010,35_Malak left head_Mar2010.jpg,511.jpg,100,2,True,1
left,,11Oct2015,3747_Sappho III left head_11Oct2015.jpg,512.jpg,11,12,True,10
right,,Jul2009,977_Triple Bite right side_Jul2009.jpg,513.jpg,378,232,False,-1
left,,27Apr2016,2602_Maddy I left_27Apr2016.jpg,514.jpg,168,70,True,51
right,,Jul2009,3766_Sasha IV right side_Jul2009.jpg,515.jpg,396,248,True,197
right,,Oct2006,1396_Fern I right side_Oct2006.jpg,517.jpg,517,352,True,282
left,,1Mar2016,264_Anemone I left head_1Mar2016.jpg,520.jpg,204,106,True,81
left,,Dec2004,1469_Gabin left_Dec2004.jpg,521.jpg,141,45,True,30
left,,Jul2008,1035_Danila I left_Jul2008.jpg,522.jpg,247,140,True,111
right,,12Dec2014,722_Camille I right side_12Dec2014.jpg,523.jpg,465,308,True,251
right,,Oct2010,1127_Doris I right head_Oct2010.jpg,524.jpg,507,345,False,-1
right,,12Nov2015,5160_Perrin right head_12Nov2015.jpg,525.jpg,425,275,True,223
left,,Oct2002,2578_Luna I left_Oct2002.jpg,526.jpg,176,77,False,-1
left,,May2008,2779_Matoma I 2 left side_May2008.jpg,527.jpg,240,136,True,107
right,,Sep2003,3756_Sasha I right_Sep2003.jpg,528.jpg,327,195,True,150
left,,5Aug2015,1890_Jackson left head_5Aug2015.jpg,529.jpg,114,16,True,11
left,,30Jul2015,2577_Luk left_30Jul2015.jpg,530.jpg,164,67,True,49
right,,Sep2005,579_BHE II right_Sep2005.jpg,531.jpg,399,251,True,200
right,,29Jan2015,1867_Ishmael right_29Jan2015.jpg,532.jpg,374,228,True,180
left,,Dec2010,1233_Elodie I left_Dec2010.jpg,533.jpg,5,339,False,-1
left,,6Apr2016,2125_Kamra I left head_6Apr2016.jpg,534.jpg,29,169,False,-1
right,,25Jan2015,3436_Phyllis IV right head_25Jan2015.jpg,535.jpg,484,325,False,-1
left,,Mar2003,3483_Primrose left_Mar2003.jpg,536.jpg,211,113,True,88
right,,Oct2002,2764_Masha I right_Oct2002.jpg,538.jpg,510,348,False,-1
left,,May2011,568_Bette I leftside_May2011.jpg,539.jpg,27,156,False,-1
left,,May2010,568_Bette I left_May2010.jpg,540.jpg,27,156,False,-1
left,,Apr2004,2559_Lucrece I left_Apr2004.jpg,541.jpg,3,177,True,137
right,,Apr2006,1576_Gonya IV right_Apr2006.jpg,542.jpg,339,203,True,156
right,,17Nov2015,2560_Lucrece II right side_17Nov2015.jpg,543.jpg,334,201,True,155
right,,Nov2008,565_Beta I right side_Nov2008.jpg,544.jpg,485,326,True,267
right,,Dec2002,1152_Dryope right_Dec2002.jpg,545.jpg,541,375,True,300
right,head,Dec2010,3114_Naila I righthead_Dec2010.jpg,546.jpg,540,374,False,-1
right,,4Nov2016,4246_Vicky II right _4Nov2016.jpg,547.jpg,500,341,False,-1
left,,Oct2010,276_Basil leftside_Oct2010.jpg,548.jpg,95,417,True,334
left,,Apr2003,2036_Juanita I left_Apr2003.jpg,551.jpg,49,330,True,270
left,,23Dec2014,4115_Tyrone left side_23Dec2014.jpg,552.jpg,143,47,True,32
left,,Dec2004,3470_Pom left_Dec2004.jpg,553.jpg,97,419,True,335
right,,Jan2010,3503_Puffy rightside_Jan2010.jpg,554.jpg,389,241,True,191
right,head,Feb2011,3134_Nath righthead_Feb2011.jpg,555.jpg,381,233,True,183
right,,Jun2008,1146_Dourou  right side_Jun2008.jpg,556.jpg,405,257,True,206
right,,6July2016,565_Beta I right side_6July2016.jpg,557.jpg,485,326,True,267
right,,Apr2009,843_Chloe II right ear_Apr2009.jpg,558.jpg,466,309,True,252
left,,Feb2011,5137_Munshi left head_Feb2011.jpg,559.jpg,160,63,True,45
left,,Dec2006,647_Boz left side_Dec2006.jpg,560.jpg,99,421,True,336
right,,Aug2003,2671_Mar I right_Aug2003.jpg,561.jpg,288,167,False,-1
left,,14Sep2015,1123_Dorcas I left side_14Sep2015.jpg,563.jpg,172,73,True,54
left,head,Oct2010,1127_Doris I lefthead_Oct2010.jpg,564.jpg,231,129,True,101
left,,May2010,568_Bette I leftside_May2010.jpg,565.jpg,27,156,False,-1
right,,Sep2009,1548_Gladys I right_Sep2009.jpg,567.jpg,506,344,False,-1
left,,7Feb2015,2585_Luther left head_7Feb2015.jpg,569.jpg,111,14,False,-1
left,,26Mar2015,3637_Ridley left side_26Mar2015.jpg,570.jpg,127,30,True,21
left,,22Jul2016,1772_Hortense I left side_22Jul2016.jpg,571.jpg,178,79,False,-1
left,,3Feb2016,569_Bette II left side_3Feb2016.jpg,573.jpg,48,321,True,263
left,,Jan2003,3480_Pothole left_Jan2003.jpg,574.jpg,118,20,True,15
right,,11Mar2016,3045_Morgana I right side_11Mar2016.jpg,576.jpg,337,202,False,-1
right,,9Jan2015,2670_Manu right head_9Jan2015.jpg,577.jpg,410,262,True,211
left,,Mar2010,1990_Jocelyn I left head_Mar2010.jpg,578.jpg,206,107,True,82
left,,Jan2009,3483_Primrose I left_Jan2009.jpg,579.jpg,211,113,True,88
right,,May2003,435_Aurora II right_May2003.jpg,580.jpg,486,327,False,-1
right,,8Aug2016,42_Adar right head_8Aug2016.jpg,581.jpg,398,250,True,199
right,,23Oct2015,3883_Soukou IV right side_23Oct2015.jpg,582.jpg,331,198,True,153
left,,Dec2010,3766_Sasha IV leftside_Dec2010.jpg,583.jpg,120,23,False,-1
left,,7Feb2015,1888_Jackie II left side_7Feb2015.jpg,584.jpg,109,11,True,9
right,,15Sep2015,619_Bona I right side_15Sep2015.jpg,585.jpg,531,366,False,-1
left,,27Dec2014,373_Ariel II left head_27Dec2014.jpg,586.jpg,181,83,True,62
right,,Sep2010,647_Boz rightside_Sep2010.jpg,587.jpg,375,229,True,181
right,,20Jan2015,1411_Finean right side_20Jan2015.jpg,588.jpg,391,243,True,193
left,,Sep2009,373_Ariel II left_Sep2009.jpg,589.jpg,181,83,True,62
right,,24Jan2015,1674_Halo II right_24Jan2015.jpg,590.jpg,524,359,True,289
left,,May2009,773_Caught II left side_May2009.jpg,591.jpg,34,204,True,157
right,,Feb2011,2380_Lazarus rightside_Feb2011.jpg,592.jpg,414,265,True,214
left,,29Jan2015,1890_Jackson left head_29Jan2015.jpg,593.jpg,114,16,True,11
left,,5Apr2016,42_Adar left side_5Apr2016.jpg,594.jpg,122,25,False,-1
left,,24Oct2016,6087_Adamou left side_24Oct2016.jpg,595.jpg,151,54,True,38
right,,Jan2008,2438_Leonarda I right head_Jan2008.jpg,596.jpg,492,333,True,272
left,,Sep2006,1211_Corrado left head_Sep2006.jpg,597.jpg,126,29,True,20
right,,May2008,1127_Doris I right side_May2008.jpg,598.jpg,507,345,False,-1
right,,Jan2008,2674_Maralla I right head_Jan2008.jpg,600.jpg,342,206,True,159
left,,Dec2002,1186_Echo I left_Dec2002.jpg,601.jpg,28,164,True,130
right,,Jan2011,3409_Petronella I right_Jan2011.jpg,602.jpg,445,288,True,233
right,,Jan2009,1613_Grover right side_Jan2009.jpg,603.jpg,368,221,True,174
left,,14Aug2015,2733_Marnie II left head_14Aug2015.jpg,604.jpg,226,125,True,99
left,,30Dec2014,1356_Fabula left side_30Dec2014.jpg,605.jpg,257,147,True,117
left,,Dec2006,647_Boz left_Dec2006.jpg,607.jpg,99,421,True,336
left,,Jan2008,1867_Ishmael left side_Jan2008.jpg,608.jpg,98,420,False,-1
right,,Dec2010,193_Alvin right_Dec2010.jpg,609.jpg,422,273,True,221
left,,21Dec2014,311_Anise I left side_21Dec2014.jpg,610.jpg,199,99,True,74
right,,Feb2010,579_BHE II rightside_Feb2010.jpg,611.jpg,399,251,True,200
left,,May2009,3436_Phyllis IV left side_May2009.jpg,612.jpg,208,109,True,84
right,,Nov2010,1214_Eldridge right side_Nov2010.jpg,613.jpg,369,222,False,-1
left,,14Aug2015,2651_Malachy left_14Aug2015.jpg,614.jpg,121,24,True,18
left,,12Aug2015,4115_Tyrone left side_12Aug2015.jpg,615.jpg,143,47,True,32
left,,Sep2004,2353_Latona I left_Sep2004.jpg,616.jpg,194,94,True,71
left,,Jul2006,1638_Gustava I leftside_Jul2006.jpg,617.jpg,52,355,True,285
left,,May2009,1017_Dana I left_May2009.jpg,618.jpg,14,43,True,29
right,,Aug2005,3062_Moses right musth_Aug2005.jpg,619.jpg,384,236,True,186
right,,,492_Barrymore right side.jpg,620.jpg,421,272,True,220
left,,27Apr2016,2022_Joya I left side_27Apr2016.jpg,622.jpg,54,373,True,299
right,,25Jan2015,3436_Phyllis IV right side_25Jan2015.jpg,623.jpg,484,325,False,-1
right,,Apr2009,2655_Malcolm right side_Apr2009.jpg,624.jpg,392,244,True,194
left,,Oct 2004,311_Anise I left 2_Oct 2004.jpg,625.jpg,199,99,True,74
right,,7Sep2015,1456_Gabbie II right_7Sep2015.jpg,626.jpg,326,194,False,-1
right,,26Aug2015,2577_Luk right_26Aug2015.jpg,627.jpg,440,284,False,-1
right,,4Feb2016,569_Bette II right head_4Feb2016.jpg,630.jpg,324,193,True,149
right,,May2006,1673_Halo I right side_May2006.jpg,631.jpg,443,286,True,232
right,,Jan2008,2438_Leonarda I right side_Jan2008.jpg,633.jpg,492,333,True,272
right,,Dec2002,4169_Twyla I right_Dec2002.jpg,634.jpg,447,290,True,235
left,,Oct2004,1009_Cyrille I left_Oct2004.jpg,635.jpg,182,84,False,-1
left,,14Dec2014,1035_Danila I left head_14Dec2014.jpg,636.jpg,247,140,True,111
left,,Sep2010,3346_Pansey I leftside_Sep2010.jpg,638.jpg,218,119,True,93
right,,Jan2003,2438_Leonarda I right_Jan2003.jpg,641.jpg,492,333,True,272
left,,Oct2004,1465_Gabbie I left_Oct2004.jpg,642.jpg,13,33,False,-1
right,,May2010,1319_Etta III rightside_May2010.jpg,643.jpg,276,160,True,127
left,,2Jan2015,2281_Koffi left side_2Jan2015.jpg,644.jpg,91,413,True,331
left,,Apr2009,842_Chloe I left side_Apr2009.jpg,645.jpg,243,138,True,109
left,,Dec2002,101_Ailanthie I left_Dec2002.jpg,646.jpg,237,132,True,104
left,,14Nov2014,4330_Yetta I left side_14Nov2014.jpg,648.jpg,235,131,True,103
left,,,1566_Gomorrah II left.jpg,649.jpg,36,214,True,167
right,,Oct2004,102_Ailanthie II right_Oct2004.jpg,650.jpg,490,331,True,271
left,,Sep2003,1772_Hortense I left_Sep2003.jpg,651.jpg,178,79,False,-1
right,,Oct2010,102_Ailanthie II right_Oct2010.jpg,652.jpg,490,331,True,271
left,,May2010,52_Aethra I left side_May2010.jpg,653.jpg,186,87,True,65
left,,Nov2003,4083_Thekla I left_Nov2003.jpg,654.jpg,81,406,False,-1
right,,Dec2009,405_Asterix right side 2_Dec2009.jpg,655.jpg,406,258,True,207
right,,Apr2011,4249_Vicky III right side_Apr2011.jpg,657.jpg,333,200,False,-1
right,,20Jul2015,264_Anemone I right side_20Jul2015.jpg,659.jpg,480,322,True,264
left,,Jul2009,4099_Thetis I left side_Jul2009.jpg,660.jpg,238,133,True,105
left,,3Feb2015,4339_Ysole I left head 2_3Feb2015.jpg,661.jpg,20,101,True,76
right,,Aug2009,1396_Fern I right head_Aug2009.jpg,662.jpg,517,352,True,282
left,,15Jan2016,4330_Yetta I left side_15Jan2016.jpg,663.jpg,235,131,True,103
left,,9Jan2015,2670_Manu left head_9Jan2015.jpg,664.jpg,134,37,False,-1
left,,Dec2010,3114_Naila I leftside_Dec2010.jpg,665.jpg,264,153,True,122
right,,Jan2011,2670_Manu rightside_Jan2011.jpg,667.jpg,410,262,True,211
left,,Mar2003,3410_Phaedra I left_Mar2003.jpg,668.jpg,198,98,True,73
left,,Jan2013,5259_Qasim left head_Jan2013.jpg,669.jpg,133,36,True,24
left,,May2003,866_Clarice I left_May2003.jpg,671.jpg,259,149,True,119
right,,18Oct2016,2602_Maddy I right head_18Oct2016.jpg,672.jpg,444,287,False,-1
left,,11Aug2015,3346_Pansey I left head_11Aug2015.jpg,673.jpg,218,119,True,93
right,,Dec2006,647_Boz right_Dec2006.jpg,674.jpg,375,229,True,181
right,,Dec2010,4031_Teardrop I rightside_Dec2010.jpg,675.jpg,292,172,False,-1
left,,May2009,3427_Phyllis I left side_May2009.jpg,676.jpg,174,75,True,56
left,,23Dec2014,1293_Equinox VI left side_23Dec2014.jpg,677.jpg,7,396,True,318
left,,Feb2003,736_Carissa I left_Feb2003.jpg,679.jpg,177,78,True,58
left,,Feb2010,3756_Sasha I left side_Feb2010.jpg,680.jpg,51,347,True,280
left,,12Nov2015,5160_Perrin left side_12Nov2015.jpg,681.jpg,149,51,True,36
left,,Oct2010,1127_Doris I leftside_Oct2010.jpg,682.jpg,231,129,True,101
right,,May2010,1002_Cynthia I rightside_May2010.jpg,684.jpg,340,205,True,158
right,,Dec2004,1214_Eldridge right_Dec2004.jpg,685.jpg,369,222,False,-1
left,,Oct2004,4030_Taylor I left_Oct2004.jpg,687.jpg,207,108,True,83
left,,Dec2010,1890_Jackson leftside_Dec2010.jpg,688.jpg,114,16,True,11
left,,Jun2008,2779_Matoma I left side_Jun2008.jpg,689.jpg,240,136,True,107
right,,Jan2011,3503_Puffy right_Jan2011.jpg,690.jpg,389,241,True,191
left,,Dec2004,637_Bottom left_Dec2004.jpg,691.jpg,96,418,False,-1
right,,Dec2010,3114_Naila I rightside_Dec2010.jpg,692.jpg,540,374,False,-1
left,,Aug2006,3387_Pepa I left_Aug2006.jpg,693.jpg,225,124,True,98
left,,8Feb2015,348_April II left side_8Feb2015.jpg,694.jpg,31,187,True,143
left,,16Jan2016,276_Basil left side_16Jan2016.jpg,695.jpg,95,417,True,334
left,,,2651_Malachy left head.jpg,697.jpg,121,24,True,18
left,,2Aug2016,2578_Luna I left head_2Aug2016.jpg,698.jpg,176,77,False,-1
left,,16Mar2015,1146_Dourou left side_16Mar2015.jpg,699.jpg,129,32,True,23
right,,6Mar2016,842_Chloe I right head_6Mar2016.jpg,701.jpg,519,354,True,284
left,,24Oct2016,6087_Adamou left head_24Oct2016.jpg,702.jpg,151,54,True,38
left,,29Jan2015,1890_Jackson left side_29Jan2015.jpg,705.jpg,114,16,True,11
right,,Feb2010,4084_Thekla II right side_Feb2010.jpg,706.jpg,299,176,True,136
right,,Apr2009,1868_Ismene I right side_Apr2009.jpg,708.jpg,451,295,True,239
right,,Jul2009,269_Anemone III right side_Jul2009.jpg,709.jpg,527,361,True,291
right,,Oct2010,1127_Doris I right side_Oct2010.jpg,710.jpg,507,345,False,-1
right,,8Feb2016,842_Chloe I right side_8Feb2016.jpg,712.jpg,519,354,True,284
right,,Apr2003,4031_Teardrop I right_Apr2003.jpg,713.jpg,292,172,False,-1
left,,Sep2003,3550_Raisa I left_Sep2003.jpg,714.jpg,42,270,True,218
right,,Feb2010,1577_Gonya V right side_Feb2010.jpg,716.jpg,309,186,True,142
left,,5Aug2015,4109_Tibbie I left side_5Aug2015.jpg,717.jpg,32,191,True,147
left,,May2011,52_Aethra I left side_May2011.jpg,718.jpg,186,87,True,65
right,,Jan2011,1945_Jayme I rightside_Jan2011.jpg,720.jpg,529,363,True,292
left,,Feb2003,2792_Maureena left_Feb2003.jpg,721.jpg,71,398,True,320
right,,Jan2003,1469_Gabin right_Jan2003.jpg,722.jpg,417,268,True,217
right,,Oct2006,1868_Ismene I right_Oct2006.jpg,723.jpg,451,295,True,239
right,,Sep2010,1868_Ismene I rightside_Sep2010.jpg,724.jpg,451,295,True,239
right,,May2011,1674_Halo II rightside_May2011.jpg,725.jpg,524,359,True,289
left,,20Nov2015,568_Bette I left head_20Nov2015.jpg,726.jpg,27,156,False,-1
left,,4Feb2016,5778_Jamie musth left_4Feb2016.jpg,727.jpg,135,38,True,25
left,,Nov2008,579_BHE II left side_Nov2008.jpg,728.jpg,123,26,True,19
right,,May2008,2674_Maralla I right side_May2008.jpg,729.jpg,342,206,True,159
left,,Mar2005,160_Halifa II left_Mar2005.jpg,730.jpg,173,74,True,55
right,,13Oct2015,4829_Juanita III(III) right_13Oct2015.jpg,731.jpg,322,192,True,148
left,,Mar2010,35_Malak left side_Mar2010.jpg,732.jpg,100,2,True,1
left,,Jan2008,386_Armstrong left head_Jan2008.jpg,733.jpg,103,5,True,4
left,,Nov2010,1772_Hortense leftside_Nov2010.jpg,734.jpg,178,79,False,-1
right,,11Mar2016,3045_Morgana I right head_11Mar2016.jpg,735.jpg,337,202,False,-1
right,,15Oct2016,5480_Inessa II right_15Oct2016.jpg,737.jpg,360,215,True,168
right,,Jan2009,1536_Gibor right side_Jan2009.jpg,738.jpg,420,271,True,219
left,,Apr2003,2036_Juanita I left 2_Apr2003.jpg,739.jpg,49,330,True,270
right,,Jan2011,2353_Latona I rightside_Jan2011.jpg,740.jpg,470,313,False,-1
left,,Apr2009,2844_Medina IIb leftside_Apr2009.jpg,741.jpg,180,82,True,61
left,,4Jan2015,4048_Terra II left side_4Jan2015.jpg,742.jpg,162,65,True,47
left,,Jan2010,3414_Phaedra IV left head_Jan2010.jpg,743.jpg,273,157,True,124
left,,Mar2015,1578_Gonya VI left_Mar2015.jpg,744.jpg,80,405,True,326
left,,May2009,669_Britt I left side_May2009.jpg,745.jpg,184,85,True,63
